created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-10-05 03:21:38 +07,1309,31.50,1008.00,72.70,5.40,"94.00



",,,,
2020-10-05 03:26:41 +07,1310,31.40,1008.00,72.80,5.40,"94.00



",,,,
2020-10-05 03:31:44 +07,1311,31.50,1008.00,72.80,3.60,"94.00



",,,,
2020-10-05 03:36:46 +07,1312,31.70,1008.00,72.10,3.60,"94.00



",,,,
2020-10-05 03:41:49 +07,1313,31.60,1008.00,72.30,3.60,"94.00



",,,,
2020-10-05 03:46:52 +07,1314,31.50,1008.00,72.50,3.60,"94.00



",,,,
2020-10-05 03:51:55 +07,1315,31.50,1008.00,72.70,3.60,"94.00



",,,,
2020-10-05 03:56:58 +07,1316,31.60,1008.00,72.30,3.60,"94.00



",,,,
2020-10-05 04:02:01 +07,1317,31.60,1008.00,72.00,1.80,"94.00



",,,,
2020-10-05 04:07:04 +07,1318,31.90,1008.00,71.60,1.80,"94.00



",,,,
2020-10-05 04:12:06 +07,1319,31.70,1008.00,71.60,1.80,"94.00



",,,,
2020-10-05 04:17:09 +07,1320,31.80,1008.00,71.70,1.80,"94.00



",,,,
2020-10-05 04:22:12 +07,1321,32.10,1008.00,71.40,1.80,"94.00



",,,,
2020-10-05 04:27:15 +07,1322,31.90,1008.00,70.80,1.80,"94.00



",,,,
2020-10-05 04:32:18 +07,1323,31.70,1008.00,71.40,3.60,"94.00



",,,,
2020-10-05 04:37:21 +07,1324,31.70,1008.00,71.70,3.60,"94.00



",,,,
2020-10-05 04:42:24 +07,1325,31.70,1008.00,71.90,3.60,"94.00



",,,,
2020-10-05 04:47:26 +07,1326,31.70,1008.00,71.70,3.60,"94.00



",,,,
2020-10-05 04:52:29 +07,1327,31.50,1008.00,72.40,5.40,"94.00



",,,,
2020-10-05 04:57:32 +07,1328,31.60,1008.00,72.50,5.40,"94.00



",,,,
2020-10-05 05:02:35 +07,1329,31.80,1008.00,72.00,5.40,"94.00



",,,,
2020-10-05 05:07:38 +07,1330,31.70,1008.00,72.00,5.40,"94.00



",,,,
2020-10-05 05:12:41 +07,1331,31.70,1008.00,72.00,5.40,"94.00



",,,,
2020-10-05 05:17:44 +07,1332,31.60,1008.00,72.10,5.40,"94.00



",,,,
2020-10-05 05:22:47 +07,1333,31.50,1008.00,72.60,5.40,"94.00



",,,,
2020-10-05 05:27:49 +07,1334,31.50,1008.00,72.60,5.40,"94.00



",,,,
2020-10-05 05:32:52 +07,1335,31.30,1008.00,72.90,1.80,"94.00



",,,,
2020-10-05 05:37:55 +07,1336,31.60,1008.00,72.60,1.80,"94.00



",,,,
2020-10-05 05:42:58 +07,1337,31.50,1008.00,72.40,1.80,"94.00



",,,,
2020-10-05 05:48:01 +07,1338,31.40,1008.00,72.70,1.80,"94.00



",,,,
2020-10-05 05:53:04 +07,1339,31.50,1009.00,72.70,3.60,"100.00



",,,,
2020-10-05 05:58:07 +07,1340,31.40,1009.00,72.90,3.60,"100.00



",,,,
2020-10-05 06:03:10 +07,1341,31.30,1009.00,73.40,3.60,"100.00



",,,,
2020-10-05 06:08:12 +07,1342,31.40,1009.00,72.80,3.60,"100.00



",,,,
2020-10-05 06:13:15 +07,1343,31.40,1009.00,73.10,3.60,"100.00



",,,,
2020-10-05 06:18:18 +07,1344,31.30,1009.00,73.40,3.60,"100.00



",,,,
2020-10-05 06:23:21 +07,1345,31.30,1009.00,73.70,1.80,"100.00



",,,,
2020-10-05 06:28:24 +07,1346,31.20,1009.00,73.70,1.80,"100.00



",,,,
2020-10-05 06:33:27 +07,1347,31.30,1009.00,73.70,1.80,"100.00



",,,,
2020-10-05 06:38:30 +07,1348,31.30,1009.00,73.70,1.80,"100.00



",,,,
2020-10-05 06:43:32 +07,1349,31.20,1009.00,73.70,1.80,"100.00



",,,,
2020-10-05 06:48:35 +07,1350,31.20,1009.00,73.90,1.80,"100.00



",,,,
2020-10-05 06:53:38 +07,1351,31.20,1009.00,74.00,1.80,"100.00



",,,,
2020-10-05 06:58:41 +07,1352,31.40,1009.00,73.50,1.80,"100.00



",,,,
2020-10-05 07:03:44 +07,1353,31.60,1009.00,72.60,6.91,"94.00



",,,,
2020-10-05 07:08:47 +07,1354,31.40,1009.00,72.90,6.91,"94.00



",,,,
2020-10-05 07:13:50 +07,1355,31.30,1009.00,73.50,6.91,"94.00



",,,,
2020-10-05 07:18:52 +07,1356,31.50,1009.00,73.40,6.91,"94.00



",,,,
2020-10-05 07:23:55 +07,1357,31.30,1009.00,73.60,6.91,"94.00



",,,,
2020-10-05 07:28:58 +07,1358,31.20,1009.00,74.10,6.91,"94.00



",,,,
2020-10-05 07:34:01 +07,1359,31.20,1009.00,74.40,6.91,"79.00



",,,,
2020-10-05 07:39:04 +07,1360,31.10,1009.00,74.60,6.91,"79.00



",,,,
2020-10-05 07:44:07 +07,1361,31.10,1009.00,74.60,6.84,"79.00



",,,,
2020-10-05 07:49:10 +07,1362,31.10,1009.00,74.90,6.84,"79.00



",,,,
2020-10-05 07:54:12 +07,1363,31.10,1010.00,75.00,6.84,"79.00



",,,,
2020-10-05 07:59:15 +07,1364,31.00,1010.00,75.00,6.84,"79.00



",,,,
2020-10-05 08:04:18 +07,1365,31.10,1010.00,74.80,6.84,"79.00



",,,,
2020-10-05 08:09:21 +07,1366,31.20,1010.00,74.40,6.84,"79.00



",,,,
2020-10-05 08:14:24 +07,1367,31.20,1010.00,74.30,6.84,"79.00



",,,,
2020-10-05 08:19:27 +07,1368,31.20,1010.00,74.40,6.84,"79.00



",,,,
2020-10-05 08:24:30 +07,1369,31.10,1010.00,75.00,6.84,"79.00



",,,,
2020-10-05 08:29:33 +07,1370,31.10,1010.00,75.30,6.84,"79.00



",,,,
2020-10-05 08:34:35 +07,1371,31.20,1010.00,75.00,4.00,"70.00



",,,,
2020-10-05 08:39:38 +07,1372,31.30,1010.00,75.00,4.00,"70.00



",,,,
2020-10-05 08:44:41 +07,1373,31.50,1010.00,74.80,4.00,"70.00



",,,,
2020-10-05 08:49:44 +07,1374,31.40,1010.00,75.00,4.00,"70.00



",,,,
2020-10-05 08:54:47 +07,1375,31.40,1010.00,75.50,1.80,"66.00



",,,,
2020-10-05 09:04:53 +07,1376,31.50,1010.00,75.50,1.80,"66.00



",,,,
2020-10-05 09:14:58 +07,1377,32.00,1010.00,73.50,1.80,"66.00



",,,,
2020-10-05 09:20:01 +07,1378,32.00,1010.00,73.50,1.80,"66.00



",,,,
2020-10-05 09:30:07 +07,1379,32.20,1010.00,72.50,1.80,"66.00



",,,,
2020-10-05 09:35:10 +07,1380,32.30,1010.00,72.50,5.40,"66.00



",,,,
2020-10-05 09:40:13 +07,1381,32.30,1010.00,73.10,5.40,"66.00



",,,,
2020-10-05 09:45:16 +07,1382,32.30,1010.00,73.40,5.40,"66.00



",,,,
2020-10-05 09:50:19 +07,1383,32.30,1010.00,73.50,5.40,"66.00



",,,,
2020-10-05 09:55:22 +07,1384,32.30,1010.00,73.80,7.56,"66.00



",,,,
2020-10-05 10:00:24 +07,1385,32.30,1010.00,74.10,7.56,"66.00



",,,,
2020-10-05 10:05:27 +07,1386,32.40,1010.00,74.30,7.56,"66.00



",,,,
2020-10-05 10:10:30 +07,1387,32.20,1010.00,74.70,7.56,"66.00



",,,,
2020-10-05 10:25:39 +07,1388,32.20,1010.00,75.40,7.56,"66.00



",,,,
2020-10-05 10:30:42 +07,1389,32.20,1010.00,75.40,7.56,"66.00



",,,,
2020-10-05 10:35:45 +07,1390,32.10,1010.00,75.50,12.96,"66.00



",,,,
2020-10-05 10:40:48 +07,1391,32.20,1010.00,75.30,12.96,"66.00



",,,,
2020-10-05 10:45:50 +07,1392,32.20,1010.00,75.20,12.96,"66.00



",,,,
2020-10-05 10:55:56 +07,1393,32.20,1010.00,75.30,12.96,"63.00



",,,,
2020-10-05 11:00:59 +07,1394,32.20,1010.00,75.60,12.96,"63.00



",,,,
2020-10-05 11:06:02 +07,1395,32.20,1010.00,75.60,12.96,"63.00



",,,,
2020-10-05 11:11:05 +07,1396,32.20,1010.00,75.40,12.96,"63.00



",,,,
2020-10-05 11:16:08 +07,1397,32.20,1010.00,75.60,12.96,"63.00



",,,,
2020-10-05 11:21:11 +07,1398,32.20,1010.00,75.40,12.96,"63.00



",,,,
2020-10-05 11:26:14 +07,1399,32.30,1009.00,75.30,14.76,"63.00



",,,,
2020-10-05 11:36:20 +07,1400,32.20,1009.00,75.10,14.76,"63.00



",,,,
2020-10-05 11:41:22 +07,1401,32.20,1009.00,75.30,14.76,"63.00



",,,,
2020-10-05 11:46:25 +07,1402,32.20,1009.00,75.00,14.76,"63.00



",,,,
2020-10-05 11:51:28 +07,1403,32.10,1009.00,75.20,14.76,"63.00



",,,,
2020-10-05 11:56:31 +07,1404,32.20,1009.00,75.50,16.56,"63.00



",,,,
2020-10-05 12:01:34 +07,1405,32.20,1009.00,75.30,16.56,"63.00



",,,,
2020-10-05 12:06:37 +07,1406,32.20,1009.00,75.20,16.56,"63.00



",,,,
2020-10-05 12:11:40 +07,1407,32.20,1009.00,74.90,16.56,"63.00



",,,,
2020-10-05 12:16:43 +07,1408,32.10,1009.00,75.50,16.56,"63.00



",,,,
2020-10-05 12:26:48 +07,1409,32.20,1009.00,76.00,16.56,"66.00



",,,,
2020-10-05 12:41:57 +07,1410,32.30,1009.00,75.80,16.56,"66.00



",,,,
2020-10-05 12:47:00 +07,1411,32.20,1009.00,76.00,16.56,"66.00



",,,,
2020-10-05 12:52:02 +07,1412,32.40,1009.00,76.20,16.56,"66.00



",,,,
2020-10-05 12:57:05 +07,1413,32.10,1009.00,76.50,14.76,"83.00



",,,,
2020-10-05 13:02:08 +07,1414,32.10,1009.00,76.40,14.76,"83.00



",,,,
2020-10-05 13:07:11 +07,1415,32.10,1009.00,76.40,14.76,"83.00



",,,,
2020-10-05 13:17:17 +07,1416,32.20,1009.00,76.50,14.76,"83.00



",,,,
2020-10-05 13:27:22 +07,1417,32.10,1008.00,76.40,16.56,"74.00



",,,,
2020-10-05 13:32:25 +07,1418,32.10,1008.00,76.50,16.56,"74.00



",,,,
2020-10-05 13:37:28 +07,1419,32.20,1008.00,76.50,16.56,"74.00



",,,,
2020-10-05 13:42:31 +07,1420,32.20,1008.00,76.70,16.56,"74.00



",,,,
2020-10-05 13:47:34 +07,1421,32.20,1008.00,76.70,16.56,"74.00



",,,,
2020-10-05 13:52:37 +07,1422,32.20,1008.00,76.80,16.56,"74.00



",,,,
2020-10-05 13:57:40 +07,1423,32.20,1007.00,76.90,18.36,"74.00



",,,,
2020-10-05 14:07:46 +07,1424,32.20,1007.00,76.80,18.36,"74.00



",,,,
2020-10-05 14:12:49 +07,1425,32.20,1007.00,76.80,18.36,"74.00



",,,,
2020-10-05 14:17:51 +07,1426,32.40,1007.00,76.50,18.36,"74.00



",,,,
2020-10-05 14:22:54 +07,1427,32.30,1007.00,76.50,18.36,"74.00



",,,,
2020-10-05 14:33:00 +07,1428,32.20,1007.00,76.60,16.56,"70.00



",,,,
2020-10-05 14:38:03 +07,1429,31.40,1007.00,75.60,16.56,"70.00



",,,,
2020-10-05 14:43:06 +07,1430,32.30,1007.00,76.20,16.56,"70.00



",,,,
2020-10-05 14:48:09 +07,1431,32.30,1007.00,75.70,16.56,"70.00



",,,,
2020-10-05 14:53:11 +07,1432,32.40,1007.00,75.70,16.56,"70.00



",,,,
2020-10-05 14:58:14 +07,1433,32.20,1007.00,76.20,22.32,"70.00



",,,,
2020-10-05 15:03:17 +07,1434,32.20,1007.00,76.60,22.32,"70.00



",,,,
2020-10-05 15:08:20 +07,1435,32.20,1007.00,76.80,22.32,"70.00



",,,,
2020-10-05 15:13:23 +07,1436,32.20,1007.00,76.90,22.32,"70.00



",,,,
2020-10-05 15:18:26 +07,1437,32.10,1007.00,77.00,22.32,"70.00



",,,,
2020-10-05 15:23:29 +07,1438,32.10,1007.00,77.20,22.32,"70.00



",,,,
2020-10-05 15:28:32 +07,1439,32.10,1008.00,77.30,27.72,"83.00



",,,,
2020-10-05 15:33:35 +07,1440,32.10,1008.00,77.20,27.72,"83.00



",,,,
2020-10-05 15:38:38 +07,1441,32.10,1008.00,77.10,27.72,"83.00



",,,,
2020-10-05 15:43:40 +07,1442,32.10,1008.00,77.10,27.72,"83.00



",,,,
2020-10-05 15:48:43 +07,1443,32.40,1008.00,77.10,27.72,"83.00



",,,,
2020-10-05 15:53:46 +07,1444,32.10,1008.00,76.90,27.72,"83.00



",,,,
2020-10-05 15:58:49 +07,1445,32.20,1008.00,76.90,11.16,"83.00



",,,,
2020-10-05 16:03:52 +07,1446,32.20,1008.00,76.80,11.16,"83.00



",,,,
2020-10-05 16:08:55 +07,1447,32.20,1008.00,76.80,11.16,"83.00



",,,,
2020-10-05 16:13:58 +07,1448,32.50,1008.00,76.90,11.16,"83.00



",,,,
2020-10-05 16:19:01 +07,1449,32.30,1008.00,77.00,11.16,"83.00



",,,,
2020-10-05 16:24:04 +07,1450,32.20,1008.00,76.90,11.16,"83.00



",,,,
2020-10-05 16:29:06 +07,1451,32.30,1008.00,76.80,3.60,"79.00



",,,,
2020-10-05 16:34:09 +07,1452,32.40,1008.00,76.60,3.60,"79.00



",,,,
2020-10-05 16:39:12 +07,1453,32.50,1008.00,76.40,3.60,"79.00



",,,,
2020-10-05 16:44:15 +07,1454,32.60,1008.00,76.20,3.60,"79.00



",,,,
2020-10-05 16:54:21 +07,1455,32.50,1008.00,76.40,3.60,"79.00



",,,,
2020-10-05 16:59:24 +07,1456,32.50,1008.00,76.40,9.36,"74.00



",,,,
2020-10-05 17:04:26 +07,1457,32.60,1008.00,76.30,9.36,"74.00



",,,,
2020-10-05 17:09:29 +07,1458,32.50,1008.00,76.40,9.36,"74.00



",,,,
2020-10-05 17:14:32 +07,1459,32.40,1008.00,76.80,9.36,"74.00



",,,,
2020-10-05 17:19:35 +07,1460,32.30,1008.00,77.10,9.36,"74.00



",,,,
2020-10-05 17:24:38 +07,1461,32.30,1008.00,77.40,9.36,"74.00



",,,,
2020-10-05 17:29:41 +07,1462,32.20,1008.00,77.80,9.36,"79.00



",,,,
2020-10-05 17:34:44 +07,1463,32.20,1008.00,77.80,9.36,"79.00



",,,,
2020-10-05 17:39:47 +07,1464,32.30,1008.00,77.70,9.36,"79.00



",,,,
2020-10-05 17:59:58 +07,1465,32.50,1008.00,77.30,5.40,"79.00



",,,,
2020-10-05 18:40:24 +07,1466,33.10,1008.00,75.60,5.40,"74.00



",,,,
2020-10-05 18:45:26 +07,1467,33.10,1008.00,75.30,5.40,"74.00



",,,,
2020-10-05 19:00:35 +07,1468,32.90,1009.00,74.70,3.60,"74.00



",,,,
2020-10-05 19:05:38 +07,1469,32.80,1009.00,74.80,3.60,"74.00



",,,,
2020-10-05 19:15:44 +07,1470,32.90,1009.00,74.90,3.60,"74.00



",,,,
2020-10-05 19:25:50 +07,1471,33.00,1009.00,75.00,3.60,"74.00



",,,,
2020-10-05 19:30:53 +07,1472,33.10,1009.00,74.70,5.40,"78.00



",,,,
2020-10-05 19:35:56 +07,1473,33.10,1009.00,74.50,5.40,"78.00



",,,,
2020-10-05 19:40:59 +07,1474,33.10,1009.00,74.20,5.40,"78.00



",,,,
2020-10-05 19:46:01 +07,1475,33.10,1009.00,74.10,5.40,"78.00



",,,,
2020-10-05 19:51:04 +07,1476,33.00,1009.00,74.20,5.40,"78.00



",,,,
2020-10-05 19:56:07 +07,1477,33.00,1009.00,74.30,5.40,"78.00



",,,,
2020-10-05 20:01:10 +07,1478,33.10,1009.00,73.90,5.40,"83.00



",,,,
2020-10-05 20:06:13 +07,1479,33.00,1009.00,74.00,5.40,"83.00



",,,,
2020-10-05 20:11:16 +07,1480,33.00,1009.00,73.80,5.40,"83.00



",,,,
2020-10-05 20:16:19 +07,1481,32.90,1009.00,73.60,5.40,"83.00



",,,,
2020-10-05 20:21:22 +07,1482,32.90,1009.00,73.60,5.40,"83.00



",,,,
2020-10-05 20:26:25 +07,1483,32.80,1009.00,73.90,5.40,"83.00



",,,,
2020-10-05 20:31:28 +07,1484,32.70,1010.00,74.00,7.56,"83.00



",,,,
2020-10-05 20:36:31 +07,1485,32.70,1010.00,74.10,7.56,"83.00



",,,,
2020-10-05 20:46:36 +07,1486,32.80,1010.00,73.50,7.56,"83.00



",,,,
2020-10-05 20:51:39 +07,1487,32.80,1010.00,73.80,7.56,"83.00



",,,,
2020-10-05 20:56:42 +07,1488,32.80,1010.00,73.80,7.56,"83.00



",,,,
2020-10-05 21:01:45 +07,1489,32.60,1010.00,74.00,7.56,"83.00



",,,,
2020-10-05 21:06:48 +07,1490,32.60,1010.00,73.70,7.56,"83.00



",,,,
2020-10-05 21:11:51 +07,1491,32.50,1010.00,73.40,7.56,"83.00



",,,,
2020-10-05 21:16:54 +07,1492,32.60,1010.00,73.40,7.56,"83.00



",,,,
2020-10-05 21:21:57 +07,1493,32.50,1010.00,72.70,7.56,"83.00



",,,,
2020-10-05 21:27:00 +07,1494,32.50,1010.00,72.50,7.56,"83.00



",,,,
2020-10-05 21:32:02 +07,1495,32.40,1010.00,72.50,5.40,"83.00



",,,,
2020-10-05 21:47:11 +07,1496,32.40,1010.00,72.00,5.40,"83.00



",,,,
2020-10-05 21:52:14 +07,1497,32.40,1010.00,72.20,5.40,"83.00



",,,,
2020-10-05 21:57:17 +07,1498,32.30,1010.00,72.50,5.40,"83.00



",,,,
2020-10-05 22:02:20 +07,1499,32.30,1010.00,72.70,5.40,"83.00



",,,,
2020-10-05 22:12:26 +07,1500,32.20,1010.00,72.70,5.40,"83.00



",,,,
2020-10-05 22:17:29 +07,1501,32.20,1010.00,72.90,5.40,"83.00



",,,,
2020-10-05 22:22:32 +07,1502,32.30,1010.00,72.50,5.40,"83.00



",,,,
2020-10-05 22:32:37 +07,1503,32.30,1010.00,72.30,5.40,"83.00



",,,,
2020-10-05 22:52:48 +07,1504,32.10,1010.00,72.70,3.60,"83.00



",,,,
2020-10-05 23:18:03 +07,1505,31.80,1010.00,72.60,3.60,"83.00



",,,,
2020-10-05 23:43:17 +07,1506,31.90,1010.00,71.40,1.80,"83.00



",,,,
2020-10-05 23:48:19 +07,1507,31.80,1010.00,71.60,1.80,"83.00



",,,,
2020-10-05 23:53:23 +07,1508,31.80,1010.00,71.50,1.80,"83.00



",,,,
2020-10-05 23:58:25 +07,1509,31.80,1010.00,71.70,1.80,"83.00



",,,,
2020-10-06 00:03:28 +07,1510,31.70,1010.00,71.90,7.56,"78.00



",,,,
2020-10-06 00:08:31 +07,1511,31.70,1010.00,72.20,7.56,"78.00



",,,,
2020-10-06 00:13:34 +07,1512,31.60,1010.00,72.20,7.56,"78.00



",,,,
2020-10-06 00:18:37 +07,1513,31.60,1010.00,72.30,7.56,"78.00



",,,,
2020-10-06 00:23:39 +07,1514,31.60,1010.00,72.20,7.56,"78.00



",,,,
2020-10-06 00:38:48 +07,1515,31.60,1009.00,72.30,5.40,"78.00



",,,,
2020-10-06 00:58:59 +07,1516,32.40,1009.00,72.30,7.31,"83.00



",,,,
2020-10-06 01:04:02 +07,1517,31.60,1009.00,71.70,7.31,"83.00



",,,,
2020-10-06 01:14:08 +07,1518,31.50,1009.00,72.20,7.31,"83.00



",,,,
2020-10-06 01:24:14 +07,1519,31.60,1009.00,71.50,7.31,"83.00



",,,,
2020-10-06 01:29:17 +07,1520,31.70,1009.00,70.90,7.31,"83.00



",,,,
2020-10-06 01:34:19 +07,1521,31.80,1009.00,70.60,1.80,"83.00



",,,,
2020-10-06 01:39:22 +07,1522,31.90,1009.00,70.30,1.80,"83.00



",,,,
2020-10-06 01:44:25 +07,1523,31.90,1009.00,70.20,1.80,"83.00



",,,,
2020-10-06 01:49:28 +07,1524,31.80,1009.00,70.50,1.80,"83.00



",,,,
2020-10-06 02:04:36 +07,1525,31.40,1009.00,71.50,1.80,"83.00



",,,,
2020-10-06 02:09:39 +07,1526,31.40,1009.00,71.50,1.80,"83.00



",,,,
2020-10-06 02:29:50 +07,1527,31.50,1009.00,70.60,1.80,"83.00



",,,,
2020-10-06 02:34:53 +07,1528,31.60,1009.00,70.20,11.70,"83.00



",,,,
2020-10-06 02:39:56 +07,1529,31.80,1009.00,69.60,11.70,"83.00



",,,,
2020-10-06 02:44:59 +07,1530,31.80,1009.00,69.50,11.70,"83.00



",,,,
2020-10-06 02:55:05 +07,1531,31.40,1009.00,70.60,11.70,"83.00



",,,,
2020-10-06 03:15:16 +07,1532,31.80,1009.00,69.10,11.70,"83.00



",,,,
2020-10-06 03:20:19 +07,1533,31.80,1009.00,69.10,11.70,"83.00



",,,,
2020-10-06 03:25:22 +07,1534,31.70,1009.00,69.20,11.70,"83.00



",,,,
2020-10-06 03:30:25 +07,1535,31.50,1009.00,69.90,11.70,"83.00



",,,,
2020-10-06 03:35:27 +07,1536,31.30,1008.00,70.50,1.80,"83.00



",,,,
2020-10-06 03:50:36 +07,1537,31.20,1008.00,71.10,1.80,"83.00



",,,,
2020-10-06 04:00:41 +07,1538,31.30,1008.00,70.40,1.80,"83.00



",,,,
2020-10-06 04:10:47 +07,1539,31.60,1008.00,70.50,1.80,"83.00



",,,,
2020-10-06 04:15:50 +07,1540,31.80,1008.00,69.30,1.80,"83.00



",,,,
2020-10-06 04:20:53 +07,1541,31.60,1008.00,69.60,1.80,"83.00



",,,,
2020-10-06 04:25:56 +07,1542,31.60,1008.00,69.70,1.80,"83.00



",,,,
2020-10-06 04:30:58 +07,1543,31.40,1008.00,70.20,1.80,"83.00



",,,,
2020-10-06 04:36:01 +07,1544,31.30,1009.00,70.40,1.80,"88.00



",,,,
2020-10-06 04:46:07 +07,1545,31.20,1009.00,70.90,1.80,"88.00



",,,,
2020-10-06 04:51:10 +07,1546,31.20,1009.00,70.90,1.80,"88.00



",,,,
2020-10-06 04:56:13 +07,1547,31.20,1009.00,70.50,1.80,"94.00



",,,,
2020-10-06 05:01:15 +07,1548,31.30,1009.00,70.20,1.80,"94.00



",,,,
2020-10-06 05:06:18 +07,1549,31.20,1009.00,70.00,1.80,"94.00



",,,,
2020-10-06 05:11:21 +07,1550,31.10,1009.00,70.10,1.80,"94.00



",,,,
2020-10-06 05:16:24 +07,1551,31.00,1009.00,70.40,1.80,"94.00



",,,,
2020-10-06 05:21:27 +07,1552,31.10,1009.00,70.40,1.80,"94.00



",,,,
2020-10-06 05:26:30 +07,1553,31.00,1009.00,70.50,9.36,"94.00



",,,,
2020-10-06 05:31:33 +07,1554,31.00,1009.00,70.70,9.36,"94.00



",,,,
2020-10-06 05:36:36 +07,1555,31.00,1009.00,70.90,9.36,"94.00



",,,,
2020-10-06 05:41:38 +07,1556,31.20,1009.00,71.10,9.36,"94.00



",,,,
2020-10-06 05:46:41 +07,1557,31.20,1009.00,71.30,9.36,"94.00



",,,,
2020-10-06 05:51:44 +07,1558,31.10,1009.00,71.70,9.36,"94.00



",,,,
2020-10-06 05:56:47 +07,1559,31.20,1009.00,71.60,7.56,"94.00



",,,,
2020-10-06 06:01:50 +07,1560,31.50,1009.00,71.10,7.56,"94.00



",,,,
2020-10-06 06:11:55 +07,1561,31.60,1009.00,71.10,7.56,"94.00



",,,,
2020-10-06 06:16:58 +07,1562,31.40,1009.00,71.40,7.56,"94.00



",,,,
2020-10-06 06:22:01 +07,1563,31.30,1009.00,72.00,7.56,"94.00



",,,,
2020-10-06 06:27:04 +07,1564,31.20,1009.00,72.60,7.56,"94.00



",,,,
2020-10-06 06:32:07 +07,1565,31.20,1009.00,72.90,7.56,"94.00



",,,,
2020-10-06 06:37:10 +07,1566,31.30,1009.00,72.70,5.40,"94.00



",,,,
2020-10-06 06:52:18 +07,1567,31.30,1009.00,72.90,5.40,"94.00



",,,,
2020-10-06 06:57:21 +07,1568,31.30,1009.00,72.90,7.56,"94.00



",,,,
2020-10-06 07:02:24 +07,1569,31.30,1009.00,73.10,7.56,"94.00



",,,,
2020-10-06 07:07:27 +07,1570,31.00,1009.00,73.30,7.56,"94.00



",,,,
2020-10-06 07:12:30 +07,1571,31.20,1009.00,73.50,7.56,"94.00



",,,,
2020-10-06 07:17:33 +07,1572,31.30,1009.00,73.70,7.56,"94.00



",,,,
2020-10-06 07:22:36 +07,1573,31.30,1009.00,73.80,7.56,"94.00



",,,,
2020-10-06 07:27:39 +07,1574,31.50,1010.00,72.90,5.40,"94.00



",,,,
2020-10-06 07:32:41 +07,1575,31.40,1010.00,73.50,5.40,"94.00



",,,,
2020-10-06 07:37:44 +07,1576,31.60,1010.00,72.90,5.40,"94.00



",,,,
2020-10-06 07:42:47 +07,1577,31.80,1010.00,72.20,5.40,"94.00



",,,,
2020-10-06 07:47:50 +07,1578,31.40,1010.00,72.80,5.40,"94.00



",,,,
2020-10-06 07:52:53 +07,1579,31.20,1010.00,73.70,5.40,"94.00



",,,,
2020-10-06 08:02:59 +07,1580,31.40,1010.00,73.30,9.36,"94.00



",,,,
2020-10-06 08:18:07 +07,1581,31.10,1010.00,74.30,9.36,"94.00



",,,,
2020-10-06 08:28:13 +07,1582,31.40,1011.00,73.60,3.60,"100.00



",,,,
2020-10-06 08:38:19 +07,1583,31.40,1011.00,74.10,3.60,"100.00



",,,,
2020-10-06 08:43:21 +07,1584,31.30,1011.00,74.60,3.60,"100.00



",,,,
2020-10-06 08:58:30 +07,1585,31.10,1011.00,75.40,9.36,"100.00



",,,,
2020-10-06 09:03:33 +07,1586,31.20,1011.00,75.20,9.36,"100.00



",,,,
2020-10-06 09:23:44 +07,1587,31.20,1011.00,75.00,9.36,"100.00



",,,,
2020-10-06 09:28:47 +07,1588,31.10,1011.00,75.00,5.40,"94.00



",,,,
2020-10-06 09:33:50 +07,1589,31.20,1011.00,74.90,5.40,"94.00



",,,,
2020-10-06 09:43:56 +07,1590,31.50,1011.00,73.50,5.40,"94.00



",,,,
2020-10-06 09:48:58 +07,1591,31.60,1011.00,72.90,5.40,"94.00



",,,,
2020-10-06 10:09:10 +07,1592,31.70,1011.00,72.90,7.56,"94.00



",,,,
2020-10-06 10:24:19 +07,1593,31.70,1011.00,72.90,7.56,"94.00



",,,,
2020-10-06 11:24:52 +07,1594,31.70,1011.00,74.20,7.56,"94.00



",,,,
2020-10-06 11:29:55 +07,1595,31.70,1010.00,74.30,3.60,"83.00



",,,,
2020-10-06 12:25:26 +07,1596,31.80,1010.00,74.70,7.56,"94.00



",,,,
2020-10-06 12:35:32 +07,1597,31.70,1009.00,75.70,3.60,"88.00



",,,,
2020-10-06 13:20:57 +07,1598,31.30,1009.00,78.00,1.80,"88.00



",,,,
2020-10-06 13:36:05 +07,1599,31.20,1009.00,78.10,3.60,"88.00



",,,,
2020-10-06 13:51:14 +07,1600,31.30,1009.00,77.80,3.60,"88.00



",,,,
2020-10-06 13:56:17 +07,1601,31.20,1009.00,77.90,3.60,"88.00



",,,,
2020-10-06 14:16:28 +07,1602,31.30,1008.00,78.20,12.96,"94.00



",,,,
2020-10-06 14:31:36 +07,1603,31.20,1008.00,78.30,12.96,"88.00



",,,,
2020-10-06 14:51:48 +07,1604,31.30,1008.00,78.70,12.96,"88.00



",,,,
2020-10-06 14:56:51 +07,1605,31.40,1008.00,78.20,12.96,"88.00



",,,,
2020-10-06 15:01:57 +07,1606,31.40,1008.00,78.10,24.12,"94.00



",,,,
2020-10-06 15:22:08 +07,1607,31.20,1008.00,78.90,24.12,"94.00



",,,,
2020-10-06 15:37:16 +07,1608,31.20,1008.00,79.10,3.60,"94.00



",,,,
2020-10-06 16:47:56 +07,1609,31.40,1008.00,78.90,7.56,"100.00



",,,,
2020-10-06 17:28:18 +07,1610,31.10,1008.00,79.40,9.36,"100.00



",,,,
2020-10-06 18:03:38 +07,1611,30.90,1008.00,79.20,5.40,"100.00



",,,,
